Country,Sector,HS_Code,V2026,V2027,V2028,Route_Tag
Albania,Cement,25070080,,,,
Albania,Cement,25231000,,,,
Albania,Cement,25231000,0.957,1.044,1.131,(A)
Albania,Cement,25232100,1.23,0.14,1.37,
Albania,Cement,25232900,1.023,1.116,1.209,
Albania,Cement,25239000,,,,(B)
Albania,Cement,25239000,0.979,1.068,1.157,(A)
Albania,Cement,25233000,,,,
Albania,Fertilisers,28080000,2.788,2.788,2.788,
Albania,Fertilisers,28141000,,,,
Albania,Fertilisers,28142000,0.687,0.687,0.687,
Albania,Fertilisers,28342100,2.262,2.262,2.262,
Albania,Fertilisers,3102,,,,
Albania,Fertilisers,31021012,0.475,0.475,0.475,
Albania,Fertilisers,31021015,0.768,0.768,0.768,
Albania,Fertilisers,31021019,1.434,1.434,1.434,
Albania,Fertilisers,31021090,1.404,1.404,1.404,
Albania,Fertilisers,31022100,0.677,0.677,0.677,
Albania,Fertilisers,31022900,1.475,1.475,1.475,
Albania,Fertilisers,31023010,1.717,1.717,1.717,
Albania,Fertilisers,31023090,2.646,2.646,2.646,
Albania,Fertilisers,31024010,2.242,2.242,2.242,
Albania,Fertilisers,31024090,2.242,2.242,2.242,
Albania,Fertilisers,31025000,4.353,4.353,4.353,
Albania,Fertilisers,31026000,2.222,2.222,2.222,
Albania,Fertilisers,31028000,1.636,1.636,1.636,
Albania,Fertilisers,31029000,1.656,1.656,1.656,
Albania,Fertilisers,3105,,,,
Albania,Fertilisers,31051000,0.869,0.869,0.869,
Albania,Fertilisers,31052010,1.131,1.131,1.131,
Albania,Fertilisers,31052090,0.778,0.778,0.778,
Albania,Fertilisers,31053000,0.556,0.556,0.556,
Albania,Fertilisers,31054000,0.354,0.354,0.354,
Albania,Fertilisers,31055100,1.555,1.555,1.555,
Albania,Fertilisers,31055900,0.646,0.646,0.646,
Albania,Fertilisers,31059020,1.505,1.505,1.505,
Albania,Fertilisers,31059080,0.778,0.778,0.778,
Albania,Hydrogen,28041000,15.433,16.836,18.239,
Algeria,Cement,25070080,,,,
Algeria,Cement,25231000,1.474,1.608,1.742,(B)
Algeria,Cement,25231000,1.408,1.536,1.664,(A)
Algeria,Cement,25232100,1.507,1.644,1.781,
Algeria,Cement,25232900,1.43,1.56,1.69,
Algeria,Cement,25239000,1.584,1.728,1.872,(B)
Algeria,Cement,25239000,1.364,1.488,1.612,(A)
Algeria,Cement,25233000,,,,
Algeria,Fertilisers,28080000,2.555,2.555,2.555,
Algeria,Fertilisers,28141000,2.101,2.101,2.101,
Algeria,Fertilisers,28142000,0.626,0.626,0.626,
Algeria,Fertilisers,28342100,2.081,2.081,2.081,
Algeria,Fertilisers,3102,,,,
Algeria,Fertilisers,31021012,0.475,0.475,0.475,
Algeria,Fertilisers,31021015,0.768,0.768,0.768,
Algeria,Fertilisers,31021019,1.424,1.424,1.424,
Algeria,Fertilisers,31021090,1.394,1.394,1.394,
Algeria,Fertilisers,31022100,0.636,0.636,0.636,
Algeria,Fertilisers,31022900,1.374,1.374,1.374,
Algeria,Fertilisers,31023010,1.586,1.586,1.586,
Algeria,Fertilisers,31023090,2.444,2.444,2.444,
Algeria,Fertilisers,31024010,2.091,2.091,2.091,
Algeria,Fertilisers,31024090,2.091,2.091,2.091,
Algeria,Fertilisers,31025000,3.979,3.979,3.979,
Algeria,Fertilisers,31026000,2.05,2.05,2.05,
Algeria,Fertilisers,31028000,1.545,1.545,1.545,
Algeria,Fertilisers,31029000,1.596,1.596,1.596,
Algeria,Fertilisers,3105,,,,
Algeria,Fertilisers,31051000,0.818,0.818,0.818,
Algeria,Fertilisers,31052010,1.071,1.071,1.071,
Algeria,Fertilisers,31052090,0.727,0.727,0.727,
Algeria,Fertilisers,31053000,0.515,0.515,0.515,
Algeria,Fertilisers,31054000,0.343,0.343,0.343,
Algeria,Fertilisers,31055100,1.454,1.454,1.454,
Algeria,Fertilisers,31055900,0.616,0.616,0.616,
Algeria,Fertilisers,31059020,1.394,1.394,1.394,
Algeria,Fertilisers,31059080,0.727,0.727,0.727,
Algeria,Aluminium,7601,0.396,0.432,0.468,(L)
Algeria,Aluminium,7603,1.012,1.104,1.196,(L)
Algeria,Aluminium,76041010,1.254,1.368,1.482,(L)
Algeria,Aluminium,76041090,1.276,1.392,1.508,(L)
Algeria,Aluminium,76042100,1.276,1.392,1.508,(L)
Algeria,Aluminium,76042910,1.254,1.368,1.482,(L)
Algeria,Aluminium,76042990,1.276,1.392,1.508,(L)
Algeria,Aluminium,7605,1.254,1.368,1.482,(L)
Algeria,Aluminium,7606,1.76,1.92,2.08,(L)
Algeria,Aluminium,7607,1.76,1.92,2.08,(L)
Algeria,Aluminium,7608,1.276,1.392,1.508,(L)
Algeria,Aluminium,76090000,1.276,1.392,1.508,(L)
Algeria,Aluminium,76101000,1.276,1.392,1.508,(L)
Algeria,Aluminium,761090,1.276,1.392,1.508,(L)
Algeria,Aluminium,76109010,1.276,1.392,1.508,(L)
Algeria,Aluminium,76109090,1.276,1.392,1.508,(L)
Algeria,Aluminium,76110000,1.76,1.92,2.08,(L)
Algeria,Aluminium,7612,1.76,1.92,2.08,(L)
Algeria,Aluminium,76130000,1.76,1.92,2.08,(L)
Algeria,Aluminium,7614,1.254,1.368,1.482,(L)
Algeria,Aluminium,76161000,1.76,1.92,2.08,(L)
Algeria,Aluminium,76169100,1.76,1.92,2.08,(L)
Algeria,Aluminium,76169910,1.012,1.104,1.196,(L)
Algeria,Aluminium,76169990,1.76,1.92,2.08,(L)
Algeria,Hydrogen,28041000,11.902,12.984,14.066,
Algeria,Iron and steel,26011200,0.231,0.252,0.273,
Algeria,Iron and steel,7201,3.157,3.444,3.731,
Algeria,Iron and steel,720211,,,,
Algeria,Iron and steel,720219,,,,
Algeria,Iron and steel,720241,,,,
Algeria,Iron and steel,720249,,,,
Algeria,Iron and steel,72026000,,,,
Algeria,Iron and steel,7203,0.891,0.972,1.053,
Algeria,Iron and steel,7205,3.179,3.468,3.757,(C)
Algeria,Iron and steel,7206,,,,
Algeria,Iron and steel,72061000,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72069000,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7207,,,,
Algeria,Iron and steel,72071111,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72071114,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72071116,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72071190,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72071210,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72071290,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72071912,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72071919,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72071980,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72072011,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72072015,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72072017,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72072019,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72072032,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72072039,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72072052,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72072059,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72072080,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7208,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7209,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7210,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7211,,,,
Algeria,Iron and steel,72111300,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72111400,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72111900,3.3,3.6,3.9,(C)
Algeria,Iron and steel,721123,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72112900,3.3,3.6,3.9,(C)
Algeria,Iron and steel,721190,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7212,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7213,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7214,,,,
Algeria,Iron and steel,72141000,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72142000,3.3,3.6,3.9,(C)
Algeria,Iron and steel,72143000,3.3,3.6,3.9,(C)
Algeria,Iron and steel,721491,3.3,3.6,3.9,(C)
Algeria,Iron and steel,721499,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7215,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7216,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7217,,,,
Algeria,Iron and steel,721710,3.3,3.6,3.9,(C)
Algeria,Iron and steel,721720,3.3,3.6,3.9,(C)
Algeria,Iron and steel,721730,3.3,3.6,3.9,(C)
Algeria,Iron and steel,721790,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7218,,,,
Algeria,Iron and steel,72181000,3.63,3.96,4.29,
Algeria,Iron and steel,721891,3.63,3.96,4.29,
Algeria,Iron and steel,72189911,3.63,3.96,4.29,
Algeria,Iron and steel,72189919,3.63,3.96,4.29,
Algeria,Iron and steel,72189920,3.63,3.96,4.29,
Algeria,Iron and steel,72189980,3.63,3.96,4.29,
Algeria,Iron and steel,7219,,,,
Algeria,Iron and steel,72191100,3.63,3.96,4.29,
Algeria,Iron and steel,721912,3.63,3.96,4.29,
Algeria,Iron and steel,721913,3.63,3.96,4.29,
Algeria,Iron and steel,721914,3.63,3.96,4.29,
Algeria,Iron and steel,721921,3.63,3.96,4.29,
Algeria,Iron and steel,721922,3.63,3.96,4.29,
Algeria,Iron and steel,72192300,3.63,3.96,4.29,
Algeria,Iron and steel,72192400,3.63,3.96,4.29,
Algeria,Iron and steel,72193100,3.63,3.96,4.29,
Algeria,Iron and steel,721932,3.63,3.96,4.29,
Algeria,Iron and steel,721933,3.63,3.96,4.29,
Algeria,Iron and steel,721934,3.63,3.96,4.29,
Algeria,Iron and steel,721935,3.63,3.96,4.29,
Algeria,Iron and steel,721990,3.63,3.96,4.29,
Algeria,Iron and steel,7220,,,,
Algeria,Iron and steel,72201100,3.63,3.96,4.29,
Algeria,Iron and steel,72201200,3.63,3.96,4.29,
Algeria,Iron and steel,722020,3.63,3.96,4.29,
Algeria,Iron and steel,722090,3.63,3.96,4.29,
Algeria,Iron and steel,7221,3.63,3.96,4.29,
Algeria,Iron and steel,7222,,,,
Algeria,Iron and steel,722211,3.63,3.96,4.29,
Algeria,Iron and steel,722219,3.63,3.96,4.29,
Algeria,Iron and steel,722220,3.63,3.96,4.29,
Algeria,Iron and steel,722230,3.63,3.96,4.29,
Algeria,Iron and steel,722240,3.63,3.96,4.29,
Algeria,Iron and steel,7223,,,,
Algeria,Iron and steel,722300,3.63,3.96,4.29,
Algeria,Iron and steel,7224,,,,
Algeria,Iron and steel,722410,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72249002,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72249003,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72249005,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72249007,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72249014,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72249018,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72249031,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72249038,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72249090,3.751,4.092,4.433,(F)
Algeria,Iron and steel,7225,,,,
Algeria,Iron and steel,72251100,4.972,5.424,5.876,(C)
Algeria,Iron and steel,72251910,3.751,4.092,4.433,(C)
Algeria,Iron and steel,72251990,3.751,4.092,4.433,(F)
Algeria,Iron and steel,722530,3.751,4.092,4.433,(F)
Algeria,Iron and steel,722540,3.751,4.092,4.433,(F)
Algeria,Iron and steel,722550,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72259100,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72259200,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72259900,3.751,4.092,4.433,(F)
Algeria,Iron and steel,7226,,,,
Algeria,Iron and steel,72261100,4.972,5.424,5.876,(C)
Algeria,Iron and steel,72261910,3.751,4.092,4.433,(C)
Algeria,Iron and steel,72261980,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72262000,3.751,4.092,4.433,(F)
Algeria,Iron and steel,722691,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72269200,3.751,4.092,4.433,(F)
Algeria,Iron and steel,722699,3.751,4.092,4.433,(F)
Algeria,Iron and steel,7227,3.751,4.092,4.433,(C)/(F)
Algeria,Iron and steel,7228,,,,
Algeria,Iron and steel,72281020,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72281050,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72281090,3.751,4.092,4.433,(F)
Algeria,Iron and steel,722820,3.751,4.092,4.433,(F)
Algeria,Iron and steel,722830,3.751,4.092,4.433,(C)/(F)
Algeria,Iron and steel,722840,3.751,4.092,4.433,(F)
Algeria,Iron and steel,722850,3.751,4.092,4.433,(C)/(F)
Algeria,Iron and steel,722860,3.751,4.092,4.433,(F)
Algeria,Iron and steel,722870,3.751,4.092,4.433,(F)
Algeria,Iron and steel,72288000,3.751,4.092,4.433,(F)
Algeria,Iron and steel,7229,3.751,4.092,4.433,(C)/(F)
Algeria,Iron and steel,7301,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7302,3.509,3.828,4.147,(C)
Algeria,Iron and steel,7303,,,, 
Algeria,Iron and steel,730300,3.157,3.444,3.731, 
Algeria,Iron and steel,7304,,,, 
Algeria,Iron and steel,73041100,3.63,3.96,4.29, 
Algeria,Iron and steel,730419,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73042200,3.63,3.96,4.29, 
Algeria,Iron and steel,73042300,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73042400,3.63,3.96,4.29, 
Algeria,Iron and steel,730429,3.3,3.6,3.9,(C)
Algeria,Iron and steel,730431,3.3,3.6,3.9,(C)
Algeria,Iron and steel,730439,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73044100,3.63,3.96,4.29, 
Algeria,Iron and steel,730449,3.63,3.96,4.29, 
Algeria,Iron and steel,730451,3.201,3.492,3.783,(F)
Algeria,Iron and steel,730459,3.201,3.492,3.783,(C)/(F)
Algeria,Iron and steel,73049000,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7305,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7306,,,, 
Algeria,Iron and steel,73061100,3.63,3.96,4.29, 
Algeria,Iron and steel,73061900,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73062100,3.63,3.96,4.29, 
Algeria,Iron and steel,73062900,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73063012,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73063018,3.3,3.6,3.9, 
Algeria,Iron and steel,73063041,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73063049,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73063072,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73063077,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73063080,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73064020,3.63,3.96,4.29, 
Algeria,Iron and steel,73064080,3.63,3.96,4.29, 
Algeria,Iron and steel,73065021,3.223,3.516,3.809,(F)
Algeria,Iron and steel,73065029,3.223,3.516,3.809,(F)
Algeria,Iron and steel,73065080,3.223,3.516,3.809,(F)
Algeria,Iron and steel,73066110,3.63,3.96,4.29, 
Algeria,Iron and steel,73066192,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73066199,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73066910,3.63,3.96,4.29, 
Algeria,Iron and steel,73066990,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73069000,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7307,,,, 
Algeria,Iron and steel,730711,3.146,3.432,3.718, 
Algeria,Iron and steel,73071910,3.146,3.432,3.718, 
Algeria,Iron and steel,73071990,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73072100,3.201,3.492,3.783, 
Algeria,Iron and steel,730722,3.201,3.492,3.783, 
Algeria,Iron and steel,730723,3.201,3.492,3.783, 
Algeria,Iron and steel,730729,3.201,3.492,3.783, 
Algeria,Iron and steel,73079100,3.3,3.6,3.9,(C)
Algeria,Iron and steel,730792,3.3,3.6,3.9,(C)
Algeria,Iron and steel,730793,3.3,3.6,3.9,(C)
Algeria,Iron and steel,730799,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7308,3.322,3.624,3.926,(C)
Algeria,Iron and steel,7309,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7310,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7311,,,, 
Algeria,Iron and steel,731100,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7318,,,, 
Algeria,Iron and steel,73181100,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73181210,3.63,3.96,4.29,(C)
Algeria,Iron and steel,73181290,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73181300,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73181410,3.63,3.96,4.29,(C)
Algeria,Iron and steel,73181491,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73181499,3.3,3.6,3.9,(C)
Algeria,Iron and steel,731815,3.3,3.6,3.9,(C)
Algeria,Iron and steel,731816,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73181900,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73182100,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73182200,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73182300,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73182400,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73182900,3.3,3.6,3.9,(C)
Algeria,Iron and steel,7326,,,, 
Algeria,Iron and steel,73261100,3.3,3.6,3.9,(C)
Algeria,Iron and steel,732619,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73262000,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73269030,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73269040,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73269050,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73269060,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73269092,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73269094,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73269096,3.3,3.6,3.9,(C)
Algeria,Iron and steel,73269098,3.3,3.6,3.9,(C)
Angola,Cement,25070080,0.275,0.3,0.325,(A)
Angola,Cement,25231000,,,,
Angola,Cement,25231000,1.386,1.525,1.677,(A)
Angola,Cement,25232100,,,, 
Angola,Cement,25232900,1.397,1.537,1.69, 
Angola,Cement,25239000,,,,
Angola,Cement,25239000,1.342,1.476,1.624,(A)
Angola,Cement,25233000,,,, 
Angola,Hydrogen,28041000,11.902,12.984,14.066,
Angola,Iron and steel,26011200,0.678,0.74,0.802,
Angola,Iron and steel,720211,1.859,2.028,2.197,
Angola,Iron and steel,720241,2.585,2.82,3.055,
Angola,Iron and steel,72026000,3.828,4.176,4.524,
Argentina,Cement,25070080,,,,
Argentina,Cement,25231000,,,,
Argentina,Cement,25231000,0.99,1.089,1.198,(A)
Argentina,Cement,25232100,,,, 
Argentina,Cement,25232900,1.012,1.113,1.225, 
Argentina,Cement,25239000,,,,
Argentina,Cement,25239000,,,,
Argentina,Cement,25233000,,,,
Argentina,Fertilisers,28080000,1.949,1.949,1.949, 
Argentina,Fertilisers,28141000,2.384,2.384,2.384, 
Argentina,Fertilisers,28142000,0.717,0.717,0.717, 
Argentina,Fertilisers,28342100,1.747,1.747,1.747, 
Argentina,Fertilisers,3102,,,,
Argentina,Fertilisers,31021012,0.535,0.535,0.535, 
Argentina,Fertilisers,31021015,0.869,0.869,0.869, 
Argentina,Fertilisers,31021019,1.616,1.616,1.616, 
Argentina,Fertilisers,31021090,1.586,1.586,1.586, 
Argentina,Fertilisers,31022100,0.727,0.727,0.727, 
Argentina,Fertilisers,31022900,1.263,1.263,1.263, 
Argentina,Fertilisers,31023010,1.333,1.333,1.333, 
Argentina,Fertilisers,31023090,2.06,2.06,2.06, 
Argentina,Fertilisers,31024010,1.778,1.778,1.778, 
Argentina,Fertilisers,31024090,1.778,1.778,1.778, 
Argentina,Fertilisers,31025000,3.05,3.05,3.05, 
Argentina,Fertilisers,31026000,1.727,1.727,1.727, 
Argentina,Fertilisers,31028000,1.434,1.434,1.434, 
Argentina,Fertilisers,31029000,1.576,1.576,1.576, 
Argentina,Fertilisers,3105,,,,
Argentina,Fertilisers,31051000,0.768,0.768,0.768, 
Argentina,Fertilisers,31052010,0.929,0.929,0.929, 
Argentina,Fertilisers,31052090,0.636,0.636,0.636, 
Argentina,Fertilisers,31053000,0.576,0.576,0.576, 
Argentina,Fertilisers,31054000,0.374,0.374,0.374, 
Argentina,Fertilisers,31055100,1.252,1.252,1.252, 
Argentina,Fertilisers,31055900,0.697,0.697,0.697, 
Argentina,Fertilisers,31059020,1.192,1.192,1.192, 
Argentina,Fertilisers,31059080,0.626,0.626,0.626, 
Argentina,Aluminium,7601,1.87,2.04,2.21,(K)
Argentina,Aluminium,7603,1.991,2.172,2.353,(K)
Argentina,Aluminium,76041010,2.233,2.436,2.639,(K)
Argentina,Aluminium,76041090,2.255,2.46,2.665,(K)
Argentina,Aluminium,76042100,2.255,2.46,2.665,(K)
Argentina,Aluminium,76042910,2.233,2.436,2.639,(K)
Argentina,Aluminium,76042990,2.255,2.46,2.665,(K)
Argentina,Aluminium,7605,2.233,2.436,2.639,(K)
Argentina,Aluminium,7606,2.739,2.988,3.237,(K)
Argentina,Aluminium,7607,2.739,2.988,3.237,(K)
Argentina,Aluminium,7608,2.255,2.46,2.665,(K)
Argentina,Aluminium,76090000,2.255,2.46,2.665,(K)
Argentina,Aluminium,76101000,2.255,2.46,2.665,(K)
Argentina,Aluminium,761090,2.255,2.46,2.665,(K)
Argentina,Aluminium,76109010,2.255,2.46,2.665,(K)
Argentina,Aluminium,76109090,2.255,2.46,2.665,(K)
Argentina,Aluminium,76110000,2.739,2.988,3.237,(K)
Argentina,Aluminium,7612,2.739,2.988,3.237,(K)
Argentina,Aluminium,76130000,2.739,2.988,3.237,(K)
Argentina,Aluminium,7614,2.233,2.436,2.639,(K)
Argentina,Aluminium,76161000,2.739,2.988,3.237,(K)
Argentina,Aluminium,76169100,2.739,2.988,3.237,(K)
Argentina,Aluminium,76169910,1.991,2.172,2.353,(K)
Argentina,Aluminium,76169990,2.739,2.988,3.237,(K)
Argentina,Hydrogen,28041000,11.902,12.984,14.066, 
Argentina,Iron and steel,26011200,0.22,0.24,0.26, 
Argentina,Iron and steel,7201,2.53,2.76,2.99, 
Argentina,Iron and steel,720211,,,,
Argentina,Iron and steel,720219,,,,
Argentina,Iron and steel,720241,,,,
Argentina,Iron and steel,720249,,,,
Argentina,Iron and steel,72026000,,,,
Argentina,Iron and steel,7203,1.133,1.236,1.339, 
Argentina,Iron and steel,7205,2.607,2.844,3.081,(C)
Argentina,Iron and steel,7206,,,,
Argentina,Iron and steel,72061000,2.706,2.952,3.198,(C)
Argentina,Iron and steel,72069000,2.717,2.964,3.211,(C)
Argentina,Iron and steel,7207,,,,
Argentina,Iron and steel,72071111,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72071114,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72071116,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72071190,2.706,2.952,3.198,(C)
Argentina,Iron and steel,72071210,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72071290,2.706,2.952,3.198,(C)
Argentina,Iron and steel,72071912,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72071919,2.706,2.952,3.198,(C)
Argentina,Iron and steel,72071980,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72072011,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72072015,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72072017,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72072019,2.706,2.952,3.198,(C)
Argentina,Iron and steel,72072032,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72072039,2.706,2.952,3.198,(C)
Argentina,Iron and steel,72072052,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72072059,2.706,2.952,3.198,(C)
Argentina,Iron and steel,72072080,2.717,2.964,3.211,(C)
Argentina,Iron and steel,7208,2.849,3.108,3.367,(C)
Argentina,Iron and steel,7209,2.948,3.216,3.484,(C)
Argentina,Iron and steel,7210,2.948,3.216,3.484,(C)
Argentina,Iron and steel,7211,,,,
Argentina,Iron and steel,72111300,2.849,3.108,3.367,(C)
Argentina,Iron and steel,72111400,2.849,3.108,3.367,(C)
Argentina,Iron and steel,72111900,2.849,3.108,3.367,(C)
Argentina,Iron and steel,721123,2.948,3.216,3.484,(C)
Argentina,Iron and steel,72112900,2.948,3.216,3.484,(C)
Argentina,Iron and steel,721190,2.948,3.216,3.484,(C)
Argentina,Iron and steel,7212,2.948,3.216,3.484,(C)
Argentina,Iron and steel,7213,2.717,2.964,3.211,(C)
Argentina,Iron and steel,7214,,,,
Argentina,Iron and steel,72141000,2.706,2.952,3.198,(C)
Argentina,Iron and steel,72142000,2.717,2.964,3.211,(C)
Argentina,Iron and steel,72143000,2.717,2.964,3.211,(C)
Argentina,Iron and steel,721491,2.717,2.964,3.211,(C)
Argentina,Iron and steel,721499,2.717,2.964,3.211,(C)
Argentina,Iron and steel,7215,2.717,2.964,3.211,(C)
Argentina,Iron and steel,7216,2.717,2.964,3.211,(C)
Argentina,Iron and steel,7217,,,,
Argentina,Iron and steel,721710,2.717,2.964,3.211,(C)
Argentina,Iron and steel,721720,2.717,2.964,3.211,(C)
Argentina,Iron and steel,721730,2.717,2.964,3.211,(C)
Argentina,Iron and steel,721790,2.717,2.964,3.211,(C)
Argentina,Iron and steel,7218,,,,
Argentina,Iron and steel,72181000,3.553,3.876,4.199, 
Argentina,Iron and steel,721891,3.773,4.116,4.459, 
Argentina,Iron and steel,72189911,3.773,4.116,4.459, 
Argentina,Iron and steel,72189919,3.553,3.876,4.199, 
Argentina,Iron and steel,72189920,3.773,4.116,4.459, 
Argentina,Iron and steel,72189980,3.553,3.876,4.199, 
Argentina,Iron and steel,7219,,,,
Argentina,Iron and steel,72191100,3.773,4.116,4.459, 
Argentina,Iron and steel,721912,3.773,4.116,4.459, 
Argentina,Iron and steel,721913,3.773,4.116,4.459, 
Argentina,Iron and steel,721914,3.773,4.116,4.459, 
Argentina,Iron and steel,721921,3.773,4.116,4.459, 
Argentina,Iron and steel,721922,3.773,4.116,4.459, 
Argentina,Iron and steel,72192300,3.773,4.116,4.459, 
Argentina,Iron and steel,72192400,3.773,4.116,4.459, 
Argentina,Iron and steel,72193100,3.872,4.224,4.576, 
Argentina,Iron and steel,721932,3.872,4.224,4.576, 
Argentina,Iron and steel,721933,3.872,4.224,4.576, 
Argentina,Iron and steel,721934,3.872,4.224,4.576, 
Argentina,Iron and steel,721935,3.872,4.224,4.576, 
Argentina,Iron and steel,721990,3.872,4.224,4.576, 
Argentina,Iron and steel,7220,,,, 
Argentina,Iron and steel,72201100,3.773,4.116,4.459, 
Argentina,Iron and steel,72201200,3.773,4.116,4.459, 
Argentina,Iron and steel,722020,3.872,4.224,4.576, 
Argentina,Iron and steel,722090,3.872,4.224,4.576, 
Argentina,Iron and steel,7221,3.553,3.876,4.199, 
Argentina,Iron and steel,7222,,,, 
Argentina,Iron and steel,722211,3.553,3.876,4.199, 
Argentina,Iron and steel,722219,3.553,3.876,4.199, 
Argentina,Iron and steel,722220,3.553,3.876,4.199, 
